Order ID,Order Date,Region,Category,Sub-Category,Quantity,Sales,Profit,Customer Segment,Latitude,Longitude
ORD-2024-11066,2023-08-04,West,Office Supplies,Labels,3,226.08,53.32,Consumer,39.1981,-120.9608
ORD-2023-10459,2023-08-05,East,Furniture,Bookcases,4,1051.4,287.52,Corporate,41.3073,-73.8977
ORD-2025-10068,2023-08-05,West,Furniture,Bookcases,1,251.6,37.65,Consumer,37.2035,-121.478
ORD-2025-10410,2023-08-05,South,Office Supplies,Fasteners,4,207.24,34.1,Consumer,34.3032,-85.4001
ORD-2025-10839,2023-08-06,Central,Furniture,Tables,3,1927.44,500.79,Home Office,34.0095,-95.8294
ORD-2023-10351,2023-08-06,East,Office Supplies,Art,2,281.92,76.1,Corporate,42.0622,-73.3288
ORD-2024-11162,2023-08-06,West,Office Supplies,Binders,7,311.36,44.32,Home Office,38.1151,-122.6647
ORD-2023-10147,2023-08-08,South,Technology,Laptops,7,8687.7,2774.53,Consumer,35.0472,-83.2898
ORD-2025-10536,2023-08-12,West,Office Supplies,Binders,8,314.56,80.84,Home Office,36.4106,-123.8403
ORD-2025-10737,2023-08-13,East,Furniture,Tables,2,1599.2,408.75,Home Office,40.3422,-73.0743
ORD-2025-10230,2023-08-14,North,Furniture,Bookcases,2,591.76,179.86,Corporate,43.3399,-88.6785
ORD-2024-11156,2023-08-14,South,Office Supplies,Binders,9,920.97,99.34,Corporate,34.0314,-84.7453
ORD-2025-11160,2023-08-14,Central,Furniture,Bookcases,7,5229.91,748.46,Corporate,34.1864,-95.7706
ORD-2023-10693,2023-08-16,South,Office Supplies,Art,3,236.64,55.95,Consumer,34.764,-84.4819
ORD-2023-10816,2023-08-16,South,Office Supplies,Art,8,1003.52,243.69,Consumer,33.4935,-85.0678
ORD-2025-10716,2023-08-17,West,Furniture,Tables,6,2587.62,900.38,Home Office,36.444,-121.3252
ORD-2024-10226,2023-08-18,South,Technology,Printers,2,628.8,177.34,Corporate,34.6877,-82.8888
ORD-2025-10119,2023-08-19,East,Technology,Smartphones,2,1341.78,431.51,Corporate,42.2027,-73.8397
ORD-2023-10084,2023-08-19,North,Office Supplies,Art,6,387.3,59.03,Consumer,42.6851,-86.2955
ORD-2023-10690,2023-08-21,Central,Technology,Monitors,6,2863.32,484.99,Consumer,33.8256,-97.555
ORD-2024-10637,2023-08-21,Central,Furniture,Chairs,5,1205.0,267.8,Consumer,32.6283,-97.9095
ORD-2025-10443,2023-08-23,North,Office Supplies,Fasteners,1,6.73,0.91,Consumer,43.2403,-87.3113
ORD-2023-10762,2023-08-24,East,Furniture,Furnishings,2,414.12,97.02,Home Office,39.8987,-73.4909
ORD-2023-10576,2023-08-24,South,Office Supplies,Fasteners,3,36.54,9.13,Consumer,34.1034,-84.8135
ORD-2023-10987,2023-08-25,South,Furniture,Chairs,3,1001.28,287.8,Consumer,32.5897,-83.8733
ORD-2024-10646,2023-08-27,South,Technology,Smartphones,5,1206.6,180.69,Corporate,33.8099,-83.571
ORD-2023-10039,2023-08-30,South,Furniture,Furnishings,7,1781.43,503.95,Home Office,33.8095,-83.3315
ORD-2025-10713,2023-08-31,East,Furniture,Furnishings,5,3879.5,1250.98,Corporate,40.8685,-73.8232
ORD-2025-10872,2023-09-01,West,Furniture,Chairs,5,1462.0,488.0,Home Office,38.9049,-122.709
ORD-2024-11126,2023-09-02,North,Furniture,Bookcases,6,305.76,39.76,Corporate,40.7801,-89.0435
ORD-2023-10270,2023-09-03,East,Technology,Accessories,9,4493.61,1157.97,Consumer,41.4782,-73.6451
ORD-2023-10339,2023-09-04,West,Furniture,Furnishings,6,4389.9,1300.72,Corporate,38.3871,-123.2805
ORD-2025-10152,2023-09-04,Central,Office Supplies,Paper,1,129.34,16.08,Home Office,31.6858,-98.2534
ORD-2024-10643,2023-09-06,North,Office Supplies,Fasteners,7,550.34,123.7,Consumer,41.4299,-87.36
ORD-2023-10597,2023-09-06,West,Technology,Accessories,7,9061.15,2222.97,Home Office,37.4516,-122.607
ORD-2023-11080,2023-09-07,East,Furniture,Bookcases,9,1084.41,187.26,Consumer,41.9253,-74.4612
ORD-2025-10569,2023-09-07,Central,Technology,Smartphones,4,1607.4,487.73,Consumer,32.8187,-95.946
ORD-2025-11118,2023-09-08,Central,Office Supplies,Fasteners,4,326.56,98.83,Consumer,32.4663,-96.4307
ORD-2025-10017,2023-09-10,North,Technology,Accessories,5,840.85,104.69,Consumer,42.9652,-86.2812
ORD-2024-10256,2023-09-10,Central,Technology,Smartphones,8,4435.6,1189.58,Corporate,31.7179,-95.5172
ORD-2024-10190,2023-09-11,East,Technology,Monitors,8,7368.96,1706.07,Consumer,40.6891,-74.7313
ORD-2025-10203,2023-09-11,North,Technology,Accessories,5,4695.6,705.82,Corporate,41.7555,-86.1897
ORD-2025-10524,2023-09-13,South,Office Supplies,Fasteners,1,133.56,27.08,Consumer,33.7269,-84.9017
ORD-2025-10368,2023-09-15,West,Furniture,Chairs,2,1081.52,344.06,Consumer,38.1751,-123.199
ORD-2024-10748,2023-09-16,Central,Office Supplies,Binders,8,652.72,85.98,Home Office,31.5043,-97.9104
ORD-2025-11166,2023-09-16,South,Office Supplies,Labels,4,173.48,48.2,Consumer,32.6331,-85.4323
ORD-2024-10970,2023-09-18,North,Technology,Printers,6,7987.5,1617.52,Consumer,40.7946,-87.2072
ORD-2025-10752,2023-09-18,West,Furniture,Bookcases,1,257.72,30.01,Consumer,36.8205,-122.8824
ORD-2025-10182,2023-09-20,North,Office Supplies,Labels,3,288.03,42.63,Home Office,43.0685,-87.7079
ORD-2024-10304,2023-09-21,West,Furniture,Furnishings,9,2652.03,766.56,Consumer,38.2776,-123.4024
ORD-2023-10423,2023-09-22,South,Technology,Printers,7,2029.51,334.89,Consumer,32.8259,-85.7654
ORD-2023-11131,2023-09-23,South,Technology,Smartphones,6,2359.02,242.85,Corporate,32.7558,-85.0522
ORD-2024-10574,2023-09-25,East,Technology,Smartphones,3,4333.53,481.66,Home Office,39.7438,-75.2399
ORD-2023-11011,2023-09-25,West,Office Supplies,Paper,7,643.86,176.32,Corporate,36.6368,-122.5371
ORD-2025-10317,2023-09-26,West,Office Supplies,Labels,4,564.56,98.08,Corporate,36.8939,-122.8266
ORD-2024-10058,2023-09-27,North,Furniture,Bookcases,2,723.28,236.52,Corporate,41.8884,-87.0586
ORD-2024-10769,2023-09-27,West,Office Supplies,Storage,9,371.7,99.37,Home Office,36.3928,-121.5212
ORD-2024-11129,2023-09-29,North,Furniture,Furnishings,6,4548.0,509.19,Home Office,42.2618,-88.8845
ORD-2023-11059,2023-10-02,North,Office Supplies,Fasteners,5,69.65,9.79,Consumer,42.9988,-86.3672
ORD-2025-10014,2023-10-04,North,Furniture,Furnishings,4,1623.32,165.31,Consumer,40.5613,-88.2992
ORD-2023-10705,2023-10-04,North,Office Supplies,Binders,7,822.5,174.12,Consumer,42.7967,-86.885
ORD-2024-10409,2023-10-06,Central,Office Supplies,Storage,7,335.86,111.64,Home Office,31.8303,-97.669
ORD-2023-10159,2023-10-07,West,Furniture,Tables,6,4698.72,1418.86,Consumer,37.3863,-122.4658
ORD-2025-10248,2023-10-07,South,Office Supplies,Binders,5,552.8,167.66,Consumer,34.1038,-84.7813
ORD-2023-10624,2023-10-08,South,Technology,Smartphones,1,1201.41,273.24,Consumer,33.6366,-83.6456
ORD-2024-10232,2023-10-11,South,Office Supplies,Storage,3,162.9,51.71,Corporate,32.359,-85.1307
ORD-2023-10888,2023-10-12,South,Technology,Printers,5,5870.65,889.24,Home Office,34.389,-83.2024
ORD-2025-10911,2023-10-12,East,Technology,Laptops,2,880.24,287.92,Corporate,40.7478,-73.9097
ORD-2023-10378,2023-10-12,East,Furniture,Furnishings,1,610.47,68.36,Corporate,39.5343,-74.1638
ORD-2024-10913,2023-10-13,East,Furniture,Tables,5,1348.05,261.22,Home Office,40.8107,-74.7786
ORD-2025-10809,2023-10-16,North,Technology,Laptops,2,870.24,177.96,Corporate,41.1858,-87.9979
ORD-2024-10082,2023-10-16,West,Technology,Smartphones,8,5462.16,1033.13,Home Office,36.3351,-122.9532
ORD-2024-11141,2023-10-20,East,Furniture,Chairs,3,1703.91,389.1,Consumer,39.8471,-74.5235
ORD-2025-10158,2023-10-21,North,Furniture,Tables,7,1525.58,291.11,Consumer,40.7374,-86.4582
ORD-2024-10781,2023-10-23,West,Technology,Monitors,7,6087.69,1297.22,Consumer,38.0557,-121.8821
ORD-2025-10062,2023-10-23,West,Technology,Accessories,1,606.31,79.64,Consumer,38.6424,-122.4241
ORD-2025-11046,2023-10-23,South,Technology,Accessories,3,2384.43,563.0,Corporate,32.5098,-84.2767
ORD-2025-10836,2023-10-29,East,Furniture,Furnishings,8,1365.92,328.9,Consumer,40.9733,-73.2697
ORD-2024-10250,2023-10-29,North,Office Supplies,Paper,6,682.44,205.6,Home Office,41.6731,-88.7471
ORD-2024-10658,2023-10-30,South,Office Supplies,Art,7,407.19,51.49,Home Office,33.1003,-84.7988
ORD-2025-10296,2023-11-01,South,Office Supplies,Art,8,767.84,254.09,Consumer,34.1868,-84.1757
ORD-2024-11114,2023-11-07,East,Furniture,Bookcases,9,2154.96,662.46,Corporate,40.2811,-72.5465
ORD-2024-10934,2023-11-09,East,Technology,Monitors,3,4055.58,636.89,Corporate,41.0301,-74.7943
ORD-2024-10868,2023-11-09,West,Furniture,Furnishings,9,4483.89,1355.73,Home Office,36.5802,-123.4608
ORD-2023-10294,2023-11-10,Central,Furniture,Bookcases,7,5292.0,1424.36,Consumer,32.0146,-97.815
ORD-2023-10702,2023-11-11,North,Office Supplies,Paper,7,312.76,107.9,Consumer,40.9378,-88.2745
ORD-2024-10037,2023-11-12,East,Technology,Printers,1,673.54,232.07,Consumer,39.7329,-72.8157
ORD-2025-10761,2023-11-14,West,Technology,Smartphones,2,2437.44,553.59,Consumer,36.5156,-122.3459
ORD-2025-10137,2023-11-14,Central,Furniture,Bookcases,4,1738.92,296.22,Consumer,32.5079,-95.3499
ORD-2023-11125,2023-11-14,East,Technology,Monitors,4,4511.92,869.79,Corporate,39.5489,-74.3124
ORD-2024-10745,2023-11-16,North,Technology,Printers,1,1172.89,310.21,Home Office,43.2865,-86.5333
ORD-2023-10756,2023-11-17,North,Office Supplies,Art,1,144.63,36.44,Consumer,42.8293,-88.3561
ORD-2023-10282,2023-11-17,East,Technology,Smartphones,4,3891.64,516.9,Consumer,39.7255,-73.5001
ORD-2025-10821,2023-11-20,South,Technology,Accessories,3,605.49,180.15,Home Office,35.0371,-84.2177
ORD-2025-11139,2023-11-20,South,Furniture,Bookcases,1,744.71,253.51,Corporate,33.9638,-85.0481
ORD-2025-10734,2023-11-22,West,Furniture,Furnishings,9,6892.38,2195.51,Corporate,38.5834,-123.3583
ORD-2023-10903,2023-11-23,West,Furniture,Tables,5,3439.4,1098.76,Consumer,37.2459,-122.6431
ORD-2024-11195,2023-11-24,West,Technology,Monitors,7,8046.08,1684.34,Corporate,37.7977,-123.1922
ORD-2024-10937,2023-11-24,North,Office Supplies,Paper,4,242.4,33.47,Consumer,40.7226,-87.2979
ORD-2025-11181,2023-11-25,Central,Technology,Accessories,5,1434.3,432.39,Consumer,32.1426,-96.5533
ORD-2024-10757,2023-11-25,Central,Technology,Printers,7,5349.61,548.29,Home Office,31.7398,-96.8536
ORD-2024-10955,2023-11-26,North,Technology,Accessories,7,3226.58,650.82,Consumer,41.9759,-88.9743
ORD-2025-11064,2023-11-26,North,Office Supplies,Labels,9,824.22,169.83,Consumer,41.3879,-88.7266
ORD-2025-10005,2023-11-27,Central,Furniture,Furnishings,5,1803.05,612.11,Corporate,31.4668,-95.3271
ORD-2024-10763,2023-11-30,West,Furniture,Furnishings,2,438.5,67.07,Corporate,37.242,-121.4898
ORD-2025-11082,2023-12-01,East,Technology,Monitors,3,4484.46,1396.41,Corporate,39.9767,-73.4615
ORD-2024-10367,2023-12-02,Central,Office Supplies,Binders,7,553.77,117.06,Corporate,33.5574,-96.5101
ORD-2024-10652,2023-12-03,North,Furniture,Bookcases,2,573.34,170.42,Corporate,41.7928,-87.8943
ORD-2025-10209,2023-12-04,South,Technology,Printers,1,722.79,160.65,Consumer,33.2956,-83.0994
ORD-2024-10064,2023-12-04,East,Technology,Laptops,1,1306.33,319.11,Consumer,41.7047,-72.6109
ORD-2023-10177,2023-12-04,East,Technology,Monitors,6,4073.52,447.9,Consumer,39.5857,-73.3134
ORD-2025-11067,2023-12-05,East,Office Supplies,Art,4,193.36,28.66,Consumer,42.0278,-74.9623
ORD-2023-10456,2023-12-05,North,Office Supplies,Art,8,1161.2,244.07,Consumer,40.5776,-86.9064
ORD-2023-11134,2023-12-06,West,Office Supplies,Fasteners,1,137.59,42.67,Corporate,37.9983,-121.3939
ORD-2023-10354,2023-12-07,East,Office Supplies,Fasteners,2,140.48,38.38,Consumer,39.6321,-73.1202
ORD-2023-11005,2023-12-08,South,Office Supplies,Labels,6,252.0,79.28,Consumer,32.8539,-85.397
ORD-2025-10899,2023-12-08,Central,Technology,Laptops,5,907.5,301.06,Corporate,31.7695,-95.8533
ORD-2024-10010,2023-12-10,West,Furniture,Tables,7,2312.52,592.77,Corporate,38.2705,-122.3502
ORD-2023-10639,2023-12-12,North,Office Supplies,Paper,5,128.1,14.5,Consumer,41.4546,-86.4982
ORD-2024-10835,2023-12-12,West,Technology,Monitors,2,230.84,47.13,Consumer,37.4522,-121.4696
ORD-2024-10184,2023-12-12,West,Technology,Monitors,7,9397.22,2409.06,Consumer,37.5923,-122.7886
ORD-2025-10878,2023-12-13,East,Office Supplies,Fasteners,4,151.52,50.44,Consumer,40.6008,-74.6019
ORD-2023-10477,2023-12-14,West,Furniture,Bookcases,3,732.66,234.22,Consumer,38.5177,-122.4112
ORD-2023-10648,2023-12-16,West,Furniture,Furnishings,6,935.58,308.89,Corporate,36.9715,-121.2207
ORD-2024-10709,2023-12-16,North,Furniture,Bookcases,2,973.22,184.13,Corporate,41.5298,-87.4991
ORD-2024-10847,2023-12-22,South,Technology,Monitors,3,2827.68,328.36,Consumer,34.9684,-84.0153
ORD-2025-10356,2023-12-23,East,Office Supplies,Binders,6,498.24,116.25,Consumer,39.5635,-72.6865
ORD-2023-10501,2023-12-24,North,Office Supplies,Art,2,219.1,36.0,Corporate,42.2612,-88.1251
ORD-2024-10622,2023-12-26,North,Office Supplies,Art,6,75.24,9.66,Home Office,40.7959,-86.7477
ORD-2023-10675,2023-12-29,East,Technology,Monitors,1,1269.76,432.23,Corporate,41.073,-73.9056
ORD-2023-10837,2023-12-29,East,Office Supplies,Fasteners,9,277.11,89.27,Consumer,41.8945,-73.1402
ORD-2024-11105,2023-12-30,West,Technology,Smartphones,8,11228.24,3338.66,Home Office,36.7299,-122.9842
ORD-2025-11040,2023-12-31,Central,Office Supplies,Labels,5,194.7,21.89,Consumer,32.0222,-96.0652
ORD-2023-10666,2023-12-31,East,Furniture,Furnishings,9,5310.72,645.43,Consumer,39.3134,-73.7963
ORD-2023-10318,2024-01-05,Central,Technology,Printers,4,4638.8,1263.05,Consumer,33.5641,-95.6667
ORD-2025-10863,2024-01-06,South,Technology,Monitors,1,1135.26,234.52,Consumer,33.2752,-83.4242
ORD-2025-11091,2024-01-07,South,Technology,Smartphones,1,1328.8,403.01,Corporate,32.5809,-83.3486
ORD-2023-10504,2024-01-08,West,Furniture,Tables,7,1583.89,416.67,Home Office,36.6574,-122.7275
ORD-2025-10533,2024-01-09,South,Office Supplies,Binders,7,792.61,108.1,Corporate,34.6409,-85.4382
ORD-2024-11069,2024-01-09,South,Office Supplies,Storage,5,132.65,31.65,Home Office,32.9368,-83.7212
ORD-2024-11138,2024-01-11,Central,Technology,Accessories,6,4572.18,501.89,Consumer,33.4368,-96.3736
ORD-2025-10764,2024-01-11,South,Office Supplies,Art,2,288.34,77.57,Consumer,34.3308,-84.2598
ORD-2025-11130,2024-01-12,Central,Technology,Laptops,2,2993.24,963.03,Corporate,32.0321,-97.2599
ORD-2025-10083,2024-01-14,North,Technology,Monitors,8,1251.2,285.34,Consumer,40.9229,-86.4044
ORD-2025-10374,2024-01-15,South,Technology,Monitors,4,5089.72,919.95,Home Office,33.9992,-84.6854
ORD-2025-10071,2024-01-15,South,Furniture,Furnishings,9,1000.62,122.02,Consumer,33.635,-83.0461
ORD-2025-10149,2024-01-20,Central,Office Supplies,Binders,2,143.62,49.87,Corporate,31.7368,-96.5383
ORD-2025-10545,2024-01-20,North,Technology,Monitors,6,4490.88,995.66,Consumer,41.8958,-87.2954
ORD-2023-10012,2024-01-21,Central,Furniture,Furnishings,3,265.08,52.87,Consumer,31.331,-95.6806
ORD-2025-10875,2024-01-21,Central,Technology,Monitors,2,667.46,86.96,Corporate,34.0731,-96.6016
ORD-2025-10476,2024-01-22,East,Technology,Laptops,2,1780.86,290.42,Home Office,41.3028,-72.7385
ORD-2025-10035,2024-01-23,North,Office Supplies,Binders,3,446.73,71.55,Consumer,42.4998,-88.6722
ORD-2024-10577,2024-01-24,East,Technology,Printers,5,7173.2,2337.01,Consumer,40.9417,-73.6859
ORD-2024-11135,2024-01-24,North,Technology,Accessories,7,2541.49,651.13,Home Office,41.6505,-86.9205
ORD-2023-10522,2024-01-25,East,Office Supplies,Labels,6,495.3,172.89,Home Office,42.0159,-72.7293
ORD-2024-11081,2024-01-26,East,Technology,Printers,3,1999.77,312.57,Home Office,40.5653,-75.1663
ORD-2023-10798,2024-01-26,North,Technology,Laptops,6,4674.6,1099.5,Consumer,43.3326,-86.6131
ORD-2025-10080,2024-01-27,South,Furniture,Chairs,9,1378.98,138.22,Consumer,32.623,-83.1255
ORD-2024-10109,2024-01-28,East,Office Supplies,Fasteners,6,249.54,79.42,Corporate,41.8225,-73.9495
ORD-2023-10969,2024-01-31,East,Furniture,Chairs,7,5114.2,668.02,Home Office,40.9866,-74.309
ORD-2024-10838,2024-01-31,West,Technology,Printers,8,11310.64,1614.84,Consumer,36.4392,-122.9138
ORD-2023-10420,2024-01-31,West,Technology,Printers,6,1822.32,581.83,Home Office,38.6835,-123.9055
ORD-2025-10431,2024-01-31,West,Technology,Printers,2,382.78,116.92,Consumer,37.2754,-122.7249
ORD-2024-10379,2024-02-01,West,Furniture,Bookcases,5,2916.85,296.64,Consumer,37.8871,-121.1598
ORD-2025-10416,2024-02-01,North,Technology,Laptops,6,7376.88,1202.08,Home Office,41.4171,-88.0889
ORD-2024-10106,2024-02-02,North,Furniture,Chairs,8,5627.52,969.96,Consumer,42.5906,-87.7731
ORD-2025-10440,2024-02-02,East,Technology,Laptops,5,2987.0,808.37,Consumer,39.8866,-74.1487
ORD-2024-10214,2024-02-02,East,Technology,Printers,6,5834.94,1665.33,Home Office,39.6354,-74.9768
ORD-2023-11146,2024-02-03,North,Furniture,Furnishings,7,2064.79,528.23,Consumer,41.8732,-87.873
ORD-2025-10284,2024-02-04,North,Office Supplies,Binders,7,806.82,217.11,Corporate,43.1226,-88.0426
ORD-2023-10156,2024-02-05,South,Furniture,Tables,1,763.55,102.51,Corporate,33.9908,-83.9912
ORD-2024-11078,2024-02-05,Central,Office Supplies,Binders,5,109.3,25.59,Corporate,31.316,-96.3064
ORD-2024-10580,2024-02-05,East,Office Supplies,Art,6,311.4,94.92,Corporate,39.7469,-72.6228
ORD-2023-10216,2024-02-05,East,Furniture,Furnishings,1,65.02,7.52,Corporate,39.6588,-74.2621
ORD-2025-10053,2024-02-06,Central,Technology,Accessories,4,4316.32,788.33,Consumer,31.5327,-95.3064
ORD-2023-10780,2024-02-06,East,Office Supplies,Binders,6,366.24,75.1,Consumer,40.7194,-73.7198
ORD-2025-11094,2024-02-06,North,Furniture,Bookcases,7,3339.77,1052.96,Consumer,40.5793,-86.8799
ORD-2023-10171,2024-02-07,Central,Technology,Monitors,5,2489.3,428.76,Home Office,31.9064,-95.6028
ORD-2025-10197,2024-02-08,West,Technology,Monitors,8,11001.28,1116.76,Consumer,36.8903,-123.3473
ORD-2023-10546,2024-02-09,Central,Furniture,Bookcases,3,1583.43,514.09,Corporate,31.3863,-96.8808
ORD-2024-11036,2024-02-10,North,Furniture,Chairs,2,764.1,257.68,Home Office,42.0726,-88.9327
ORD-2025-10095,2024-02-11,South,Furniture,Chairs,3,2301.66,446.91,Home Office,34.5756,-84.5281
ORD-2025-10275,2024-02-12,East,Furniture,Chairs,6,1423.86,264.58,Home Office,40.786,-74.1837
ORD-2025-10395,2024-02-17,East,Furniture,Bookcases,8,3435.52,1011.53,Consumer,40.4151,-73.8271
ORD-2024-11117,2024-02-18,North,Technology,Laptops,5,3647.2,536.71,Consumer,40.8438,-88.584
ORD-2024-10877,2024-02-22,East,Furniture,Chairs,7,2706.48,675.95,Consumer,41.7982,-72.6677
ORD-2024-10391,2024-02-22,East,Office Supplies,Art,9,328.77,63.02,Consumer,40.3327,-74.6938
ORD-2025-11172,2024-02-23,South,Furniture,Tables,7,1522.08,503.16,Corporate,34.181,-84.6618
ORD-2023-10081,2024-02-23,West,Technology,Monitors,5,1466.9,461.75,Corporate,36.3511,-123.4509
ORD-2023-10858,2024-02-24,North,Office Supplies,Paper,6,138.72,17.57,Corporate,42.526,-87.153
ORD-2025-10803,2024-02-24,South,Office Supplies,Paper,7,294.7,59.46,Home Office,32.3303,-85.2221
ORD-2024-10784,2024-02-26,West,Technology,Monitors,8,6434.08,1708.43,Consumer,36.9681,-121.9037
ORD-2023-10699,2024-02-29,East,Office Supplies,Art,6,430.8,73.91,Home Office,39.2719,-75.1937
ORD-2023-10912,2024-03-04,West,Technology,Printers,4,439.76,134.06,Corporate,38.6746,-123.3838
ORD-2025-10353,2024-03-07,South,Technology,Accessories,4,4813.92,510.33,Consumer,34.2072,-85.1735
ORD-2025-11142,2024-03-07,Central,Office Supplies,Paper,2,118.14,16.11,Consumer,31.575,-97.5675
ORD-2025-10587,2024-03-10,West,Technology,Laptops,2,2073.94,629.97,Consumer,38.4417,-121.3523
ORD-2024-10595,2024-03-10,North,Furniture,Tables,4,1980.72,261.01,Consumer,42.8688,-87.9382
ORD-2023-10906,2024-03-10,West,Office Supplies,Fasteners,3,38.25,8.09,Consumer,38.2792,-123.3044
ORD-2023-10228,2024-03-13,East,Technology,Smartphones,4,2742.44,486.38,Consumer,40.0922,-72.817
ORD-2024-10571,2024-03-13,Central,Office Supplies,Storage,5,234.65,79.33,Corporate,31.3157,-98.0405
ORD-2024-10991,2024-03-17,West,Technology,Accessories,4,1677.36,554.46,Consumer,36.8986,-123.8398
ORD-2025-10140,2024-03-17,West,Furniture,Tables,1,579.17,102.47,Home Office,36.8192,-122.1703
ORD-2024-10361,2024-03-17,East,Technology,Printers,9,9316.8,1242.22,Consumer,40.4771,-72.828
ORD-2023-10936,2024-03-18,West,Office Supplies,Storage,9,959.13,192.26,Corporate,38.7272,-122.8939
ORD-2024-10301,2024-03-19,North,Technology,Smartphones,4,5869.04,1140.36,Consumer,41.1564,-87.9907
ORD-2024-10421,2024-03-20,East,Office Supplies,Labels,9,393.66,128.99,Corporate,40.9837,-74.7018
ORD-2025-10461,2024-03-20,Central,Technology,Monitors,1,208.38,47.55,Consumer,33.1491,-97.0688
ORD-2025-10596,2024-03-22,North,Technology,Accessories,3,975.6,268.37,Consumer,42.0342,-87.8214
ORD-2024-10562,2024-03-24,East,Technology,Accessories,6,7808.34,1577.16,Home Office,40.0962,-72.6606
ORD-2024-10526,2024-03-25,Central,Furniture,Furnishings,2,316.46,39.05,Consumer,33.5675,-97.8767
ORD-2024-10946,2024-03-27,East,Furniture,Tables,7,1782.2,384.76,Consumer,41.8182,-74.0437
ORD-2025-10191,2024-03-28,West,Office Supplies,Paper,1,33.01,7.19,Consumer,38.9586,-121.5198
ORD-2024-10235,2024-03-28,South,Technology,Monitors,5,1333.75,180.24,Corporate,33.5246,-85.8206
ORD-2024-10349,2024-03-28,South,Office Supplies,Binders,7,433.79,71.44,Consumer,33.055,-84.2631
ORD-2023-11197,2024-03-29,North,Technology,Accessories,8,4088.72,817.33,Consumer,42.2785,-88.3561
ORD-2024-10424,2024-03-30,Central,Furniture,Bookcases,6,2040.12,622.82,Corporate,31.6948,-95.7922
ORD-2025-11013,2024-03-30,South,Furniture,Furnishings,1,659.31,206.59,Consumer,35.2022,-84.3109
ORD-2023-10060,2024-03-31,Central,Office Supplies,Art,2,283.02,40.64,Home Office,31.7917,-97.4801
ORD-2024-10472,2024-03-31,West,Technology,Printers,1,454.73,147.23,Consumer,36.3301,-121.1765
ORD-2024-10400,2024-04-01,West,Technology,Laptops,6,3154.38,955.48,Consumer,36.6282,-122.1899
ORD-2025-10557,2024-04-01,Central,Office Supplies,Labels,5,205.0,71.14,Consumer,32.0989,-96.6345
ORD-2023-10015,2024-04-04,North,Furniture,Tables,3,310.11,75.5,Corporate,42.3324,-86.6406
ORD-2024-10220,2024-04-04,East,Technology,Laptops,4,1609.76,550.24,Consumer,39.8321,-75.473
ORD-2024-10517,2024-04-05,North,Office Supplies,Binders,6,79.26,10.31,Corporate,40.7888,-86.4297
ORD-2025-10167,2024-04-08,East,Furniture,Bookcases,5,3473.65,493.96,Corporate,41.8345,-73.7138
ORD-2024-11072,2024-04-10,North,Technology,Monitors,5,3521.6,1071.94,Corporate,42.1797,-87.1347
ORD-2024-10004,2024-04-11,East,Furniture,Chairs,6,2397.54,506.71,Home Office,39.7389,-72.7628
ORD-2023-10720,2024-04-12,East,Furniture,Tables,8,3043.6,956.41,Home Office,40.4691,-74.3566
ORD-2024-10949,2024-04-13,South,Furniture,Bookcases,8,3100.32,571.87,Consumer,33.8058,-85.7471
ORD-2023-10222,2024-04-14,West,Office Supplies,Storage,1,107.56,17.54,Consumer,36.7738,-121.7053
ORD-2025-10287,2024-04-15,East,Office Supplies,Storage,1,147.77,22.5,Home Office,39.4612,-73.6965
ORD-2025-10968,2024-04-15,South,Technology,Accessories,9,1036.08,285.18,Consumer,32.985,-84.7201
ORD-2023-10495,2024-04-15,West,Furniture,Tables,3,2078.46,632.43,Corporate,37.141,-122.8524
ORD-2023-10180,2024-04-17,East,Technology,Monitors,9,9795.06,2212.92,Consumer,41.3699,-74.6146
ORD-2023-10663,2024-04-18,West,Furniture,Bookcases,8,5600.96,1811.87,Corporate,37.9741,-122.4912
ORD-2024-10352,2024-04-18,East,Office Supplies,Paper,6,170.46,57.99,Corporate,41.2038,-72.6955
ORD-2025-10020,2024-04-19,West,Furniture,Furnishings,8,2179.68,260.03,Consumer,38.4726,-123.2746
ORD-2023-10876,2024-04-19,North,Furniture,Furnishings,9,2684.16,830.38,Consumer,40.4716,-88.343
ORD-2023-10549,2024-04-20,East,Technology,Laptops,9,2973.51,599.41,Consumer,40.998,-75.3517
ORD-2023-10900,2024-04-20,Central,Technology,Monitors,5,2543.05,364.14,Consumer,32.7658,-96.5065
ORD-2023-10471,2024-04-20,West,Office Supplies,Fasteners,8,620.72,203.56,Consumer,37.2776,-121.6067
ORD-2023-10243,2024-04-21,East,Technology,Accessories,2,1263.26,321.25,Corporate,39.5326,-75.2806
ORD-2025-11124,2024-04-21,Central,Office Supplies,Binders,4,356.88,99.43,Home Office,33.4613,-96.8105
ORD-2023-10801,2024-04-22,East,Furniture,Bookcases,4,1847.96,614.35,Corporate,41.278,-74.2015
ORD-2023-11041,2024-04-26,North,Furniture,Furnishings,4,2162.72,504.79,Corporate,41.1173,-86.6725
ORD-2024-10679,2024-04-29,North,Furniture,Tables,4,822.52,199.22,Consumer,42.7763,-87.0457
ORD-2024-10118,2024-04-29,East,Furniture,Chairs,1,278.18,37.5,Corporate,40.0292,-73.7353
ORD-2023-10333,2024-05-02,Central,Technology,Smartphones,1,130.59,38.34,Consumer,32.3596,-98.0223
ORD-2023-10564,2024-05-02,North,Office Supplies,Art,1,22.63,5.84,Home Office,43.13,-88.7193
