Order ID,Order Date,Region,Category,Sub-Category,Quantity,Sales,Profit,Customer Segment
ORD-2023-10705,2023-10-04,North,Office Supplies,Binders,7,822.5,174.12,Consumer
ORD-2024-10409,2023-10-06,Central,Office Supplies,Storage,7,335.86,111.64,Home Office
ORD-2023-10159,2023-10-07,West,Furniture,Tables,6,4698.72,1418.86,Consumer
ORD-2025-10248,2023-10-07,South,Office Supplies,Binders,5,552.8,167.66,Consumer
ORD-2023-10624,2023-10-08,South,Technology,Smartphones,1,1201.41,273.24,Consumer
ORD-2024-10232,2023-10-11,South,Office Supplies,Storage,3,162.9,51.71,Corporate
ORD-2023-10888,2023-10-12,South,Technology,Printers,5,5870.65,889.24,Home Office
ORD-2025-10911,2023-10-12,East,Technology,Laptops,2,880.24,287.92,Corporate
ORD-2023-10378,2023-10-12,East,Furniture,Furnishings,1,610.47,68.36,Corporate
ORD-2024-10913,2023-10-13,East,Furniture,Tables,5,1348.05,261.22,Home Office
ORD-2025-10809,2023-10-16,North,Technology,Laptops,2,870.24,177.96,Corporate
ORD-2024-10082,2023-10-16,West,Technology,Smartphones,8,5462.16,1033.13,Home Office
ORD-2024-11141,2023-10-20,East,Furniture,Chairs,3,1703.91,389.1,Consumer
ORD-2025-10158,2023-10-21,North,Furniture,Tables,7,1525.58,291.11,Consumer
ORD-2024-10781,2023-10-23,West,Technology,Monitors,7,6087.69,1297.22,Consumer
ORD-2025-10062,2023-10-23,West,Technology,Accessories,1,606.31,79.64,Consumer
ORD-2025-11046,2023-10-23,South,Technology,Accessories,3,2384.43,563.0,Corporate
ORD-2025-10836,2023-10-29,East,Furniture,Furnishings,8,1365.92,328.9,Consumer
ORD-2024-10250,2023-10-29,North,Office Supplies,Paper,6,682.44,205.6,Home Office
ORD-2024-10658,2023-10-30,South,Office Supplies,Art,7,407.19,51.49,Home Office
ORD-2025-10296,2023-11-01,South,Office Supplies,Art,8,767.84,254.09,Consumer
ORD-2024-11114,2023-11-07,East,Furniture,Bookcases,9,2154.96,662.46,Corporate
ORD-2024-10934,2023-11-09,East,Technology,Monitors,3,4055.58,636.89,Corporate
ORD-2024-10868,2023-11-09,West,Furniture,Furnishings,9,4483.89,1355.73,Home Office
ORD-2023-10294,2023-11-10,Central,Furniture,Bookcases,7,5292.0,1424.36,Consumer
ORD-2023-10702,2023-11-11,North,Office Supplies,Paper,7,312.76,107.9,Consumer
ORD-2024-10037,2023-11-12,East,Technology,Printers,1,673.54,232.07,Consumer
ORD-2025-10761,2023-11-14,West,Technology,Smartphones,2,2437.44,553.59,Consumer
ORD-2025-10137,2023-11-14,Central,Furniture,Bookcases,4,1738.92,296.22,Consumer
ORD-2023-11125,2023-11-14,East,Technology,Monitors,4,4511.92,869.79,Corporate
ORD-2024-10745,2023-11-16,North,Technology,Printers,1,1172.89,310.21,Home Office
ORD-2023-10756,2023-11-17,North,Office Supplies,Art,1,144.63,36.44,Consumer
ORD-2023-10282,2023-11-17,East,Technology,Smartphones,4,3891.64,516.9,Consumer
ORD-2025-10821,2023-11-20,South,Technology,Accessories,3,605.49,180.15,Home Office
ORD-2025-11139,2023-11-20,South,Furniture,Bookcases,1,744.71,253.51,Corporate
ORD-2025-10734,2023-11-22,West,Furniture,Furnishings,9,6892.38,2195.51,Corporate
ORD-2023-10903,2023-11-23,West,Furniture,Tables,5,3439.4,1098.76,Consumer
ORD-2024-11195,2023-11-24,West,Technology,Monitors,7,8046.08,1684.34,Corporate
ORD-2024-10937,2023-11-24,North,Office Supplies,Paper,4,242.4,33.47,Consumer
ORD-2025-11181,2023-11-25,Central,Technology,Accessories,5,1434.3,432.39,Consumer
ORD-2024-10757,2023-11-25,Central,Technology,Printers,7,5349.61,548.29,Home Office
ORD-2024-10955,2023-11-26,North,Technology,Accessories,7,3226.58,650.82,Consumer
ORD-2025-11064,2023-11-26,North,Office Supplies,Labels,9,824.22,169.83,Consumer
ORD-2025-10005,2023-11-27,Central,Furniture,Furnishings,5,1803.05,612.11,Corporate
ORD-2024-10763,2023-11-30,West,Furniture,Furnishings,2,438.5,67.07,Corporate
ORD-2025-11082,2023-12-01,East,Technology,Monitors,3,4484.46,1396.41,Corporate
ORD-2024-10367,2023-12-02,Central,Office Supplies,Binders,7,553.77,117.06,Corporate
ORD-2024-10652,2023-12-03,North,Furniture,Bookcases,2,573.34,170.42,Corporate
ORD-2025-10209,2023-12-04,South,Technology,Printers,1,722.79,160.65,Consumer
ORD-2024-10064,2023-12-04,East,Technology,Laptops,1,1306.33,319.11,Consumer
ORD-2023-10177,2023-12-04,East,Technology,Monitors,6,4073.52,447.9,Consumer
ORD-2025-11067,2023-12-05,East,Office Supplies,Art,4,193.36,28.66,Consumer
ORD-2023-10456,2023-12-05,North,Office Supplies,Art,8,1161.2,244.07,Consumer
ORD-2023-11134,2023-12-06,West,Office Supplies,Fasteners,1,137.59,42.67,Corporate
ORD-2023-10354,2023-12-07,East,Office Supplies,Fasteners,2,140.48,38.38,Consumer
ORD-2023-11005,2023-12-08,South,Office Supplies,Labels,6,252.0,79.28,Consumer
ORD-2025-10899,2023-12-08,Central,Technology,Laptops,5,907.5,301.06,Corporate
ORD-2024-10010,2023-12-10,West,Furniture,Tables,7,2312.52,592.77,Corporate
ORD-2023-10639,2023-12-12,North,Office Supplies,Paper,5,128.1,14.5,Consumer
ORD-2024-10835,2023-12-12,West,Technology,Monitors,2,230.84,47.13,Consumer
ORD-2024-10184,2023-12-12,West,Technology,Monitors,7,9397.22,2409.06,Consumer
ORD-2025-10878,2023-12-13,East,Office Supplies,Fasteners,4,151.52,50.44,Consumer
ORD-2023-10477,2023-12-14,West,Furniture,Bookcases,3,732.66,234.22,Consumer
ORD-2023-10648,2023-12-16,West,Furniture,Furnishings,6,935.58,308.89,Corporate
ORD-2024-10709,2023-12-16,North,Furniture,Bookcases,2,973.22,184.13,Corporate
ORD-2024-10847,2023-12-22,South,Technology,Monitors,3,2827.68,328.36,Consumer
ORD-2025-10356,2023-12-23,East,Office Supplies,Binders,6,498.24,116.25,Consumer
ORD-2023-10501,2023-12-24,North,Office Supplies,Art,2,219.1,36.0,Corporate
ORD-2024-10622,2023-12-26,North,Office Supplies,Art,6,75.24,9.66,Home Office
ORD-2023-10675,2023-12-29,East,Technology,Monitors,1,1269.76,432.23,Corporate
ORD-2023-10837,2023-12-29,East,Office Supplies,Fasteners,9,277.11,89.27,Consumer
ORD-2024-11105,2023-12-30,West,Technology,Smartphones,8,11228.24,3338.66,Home Office
ORD-2025-11040,2023-12-31,Central,Office Supplies,Labels,5,194.7,21.89,Consumer
ORD-2023-10666,2023-12-31,East,Furniture,Furnishings,9,5310.72,645.43,Consumer
ORD-2023-10318,2024-01-05,Central,Technology,Printers,4,4638.8,1263.05,Consumer
ORD-2025-10863,2024-01-06,South,Technology,Monitors,1,1135.26,234.52,Consumer
ORD-2025-11091,2024-01-07,South,Technology,Smartphones,1,1328.8,403.01,Corporate
ORD-2023-10504,2024-01-08,West,Furniture,Tables,7,1583.89,416.67,Home Office
ORD-2025-10533,2024-01-09,South,Office Supplies,Binders,7,792.61,108.1,Corporate
ORD-2024-11069,2024-01-09,South,Office Supplies,Storage,5,132.65,31.65,Home Office
ORD-2024-11138,2024-01-11,Central,Technology,Accessories,6,4572.18,501.89,Consumer
ORD-2025-10764,2024-01-11,South,Office Supplies,Art,2,288.34,77.57,Consumer
ORD-2025-11130,2024-01-12,Central,Technology,Laptops,2,2993.24,963.03,Corporate
ORD-2025-10083,2024-01-14,North,Technology,Monitors,8,1251.2,285.34,Consumer
ORD-2025-10374,2024-01-15,South,Technology,Monitors,4,5089.72,919.95,Home Office
ORD-2025-10071,2024-01-15,South,Furniture,Furnishings,9,1000.62,122.02,Consumer
ORD-2025-10149,2024-01-20,Central,Office Supplies,Binders,2,143.62,49.87,Corporate
ORD-2025-10545,2024-01-20,North,Technology,Monitors,6,4490.88,995.66,Consumer
ORD-2023-10012,2024-01-21,Central,Furniture,Furnishings,3,265.08,52.87,Consumer
ORD-2025-10875,2024-01-21,Central,Technology,Monitors,2,667.46,86.96,Corporate
ORD-2025-10476,2024-01-22,East,Technology,Laptops,2,1780.86,290.42,Home Office
ORD-2025-10035,2024-01-23,North,Office Supplies,Binders,3,446.73,71.55,Consumer
ORD-2024-10577,2024-01-24,East,Technology,Printers,5,7173.2,2337.01,Consumer
ORD-2024-11135,2024-01-24,North,Technology,Accessories,7,2541.49,651.13,Home Office
ORD-2023-10522,2024-01-25,East,Office Supplies,Labels,6,495.3,172.89,Home Office
ORD-2024-11081,2024-01-26,East,Technology,Printers,3,1999.77,312.57,Home Office
ORD-2023-10798,2024-01-26,North,Technology,Laptops,6,4674.6,1099.5,Consumer
ORD-2025-10080,2024-01-27,South,Furniture,Chairs,9,1378.98,138.22,Consumer
ORD-2024-10109,2024-01-28,East,Office Supplies,Fasteners,6,249.54,79.42,Corporate
ORD-2023-10969,2024-01-31,East,Furniture,Chairs,7,5114.2,668.02,Home Office
ORD-2024-10838,2024-01-31,West,Technology,Printers,8,11310.64,1614.84,Consumer
ORD-2023-10420,2024-01-31,West,Technology,Printers,6,1822.32,581.83,Home Office
ORD-2025-10431,2024-01-31,West,Technology,Printers,2,382.78,116.92,Consumer
ORD-2024-10379,2024-02-01,West,Furniture,Bookcases,5,2916.85,296.64,Consumer
ORD-2025-10416,2024-02-01,North,Technology,Laptops,6,7376.88,1202.08,Home Office
ORD-2024-10106,2024-02-02,North,Furniture,Chairs,8,5627.52,969.96,Consumer
ORD-2025-10440,2024-02-02,East,Technology,Laptops,5,2987.0,808.37,Consumer
ORD-2024-10214,2024-02-02,East,Technology,Printers,6,5834.94,1665.33,Home Office
ORD-2023-11146,2024-02-03,North,Furniture,Furnishings,7,2064.79,528.23,Consumer
ORD-2025-10284,2024-02-04,North,Office Supplies,Binders,7,806.82,217.11,Corporate
ORD-2023-10156,2024-02-05,South,Furniture,Tables,1,763.55,102.51,Corporate
ORD-2024-11078,2024-02-05,Central,Office Supplies,Binders,5,109.3,25.59,Corporate
ORD-2024-10580,2024-02-05,East,Office Supplies,Art,6,311.4,94.92,Corporate
ORD-2023-10216,2024-02-05,East,Furniture,Furnishings,1,65.02,7.52,Corporate
ORD-2025-10053,2024-02-06,Central,Technology,Accessories,4,4316.32,788.33,Consumer
ORD-2023-10780,2024-02-06,East,Office Supplies,Binders,6,366.24,75.1,Consumer
ORD-2025-11094,2024-02-06,North,Furniture,Bookcases,7,3339.77,1052.96,Consumer
ORD-2023-10171,2024-02-07,Central,Technology,Monitors,5,2489.3,428.76,Home Office
ORD-2025-10197,2024-02-08,West,Technology,Monitors,8,11001.28,1116.76,Consumer
ORD-2023-10546,2024-02-09,Central,Furniture,Bookcases,3,1583.43,514.09,Corporate
ORD-2024-11036,2024-02-10,North,Furniture,Chairs,2,764.1,257.68,Home Office
ORD-2025-10095,2024-02-11,South,Furniture,Chairs,3,2301.66,446.91,Home Office
ORD-2025-10275,2024-02-12,East,Furniture,Chairs,6,1423.86,264.58,Home Office
ORD-2025-10395,2024-02-17,East,Furniture,Bookcases,8,3435.52,1011.53,Consumer
ORD-2024-11117,2024-02-18,North,Technology,Laptops,5,3647.2,536.71,Consumer
ORD-2024-10877,2024-02-22,East,Furniture,Chairs,7,2706.48,675.95,Consumer
ORD-2024-10391,2024-02-22,East,Office Supplies,Art,9,328.77,63.02,Consumer
ORD-2025-11172,2024-02-23,South,Furniture,Tables,7,1522.08,503.16,Corporate
ORD-2023-10081,2024-02-23,West,Technology,Monitors,5,1466.9,461.75,Corporate
ORD-2023-10858,2024-02-24,North,Office Supplies,Paper,6,138.72,17.57,Corporate
ORD-2025-10803,2024-02-24,South,Office Supplies,Paper,7,294.7,59.46,Home Office
ORD-2024-10784,2024-02-26,West,Technology,Monitors,8,6434.08,1708.43,Consumer
ORD-2023-10699,2024-02-29,East,Office Supplies,Art,6,430.8,73.91,Home Office
ORD-2023-10912,2024-03-04,West,Technology,Printers,4,439.76,134.06,Corporate
ORD-2025-10353,2024-03-07,South,Technology,Accessories,4,4813.92,510.33,Consumer
ORD-2025-11142,2024-03-07,Central,Office Supplies,Paper,2,118.14,16.11,Consumer
ORD-2025-10587,2024-03-10,West,Technology,Laptops,2,2073.94,629.97,Consumer
ORD-2024-10595,2024-03-10,North,Furniture,Tables,4,1980.72,261.01,Consumer
ORD-2023-10906,2024-03-10,West,Office Supplies,Fasteners,3,38.25,8.09,Consumer
ORD-2023-10228,2024-03-13,East,Technology,Smartphones,4,2742.44,486.38,Consumer
ORD-2024-10571,2024-03-13,Central,Office Supplies,Storage,5,234.65,79.33,Corporate
ORD-2024-10991,2024-03-17,West,Technology,Accessories,4,1677.36,554.46,Consumer
ORD-2025-10140,2024-03-17,West,Furniture,Tables,1,579.17,102.47,Home Office
ORD-2024-10361,2024-03-17,East,Technology,Printers,9,9316.8,1242.22,Consumer
ORD-2023-10936,2024-03-18,West,Office Supplies,Storage,9,959.13,192.26,Corporate
ORD-2024-10301,2024-03-19,North,Technology,Smartphones,4,5869.04,1140.36,Consumer
ORD-2024-10421,2024-03-20,East,Office Supplies,Labels,9,393.66,128.99,Corporate
ORD-2025-10461,2024-03-20,Central,Technology,Monitors,1,208.38,47.55,Consumer
ORD-2025-10596,2024-03-22,North,Technology,Accessories,3,975.6,268.37,Consumer
ORD-2024-10562,2024-03-24,East,Technology,Accessories,6,7808.34,1577.16,Home Office
ORD-2024-10526,2024-03-25,Central,Furniture,Furnishings,2,316.46,39.05,Consumer
ORD-2024-10946,2024-03-27,East,Furniture,Tables,7,1782.2,384.76,Consumer
ORD-2025-10191,2024-03-28,West,Office Supplies,Paper,1,33.01,7.19,Consumer
ORD-2024-10235,2024-03-28,South,Technology,Monitors,5,1333.75,180.24,Corporate
ORD-2024-10349,2024-03-28,South,Office Supplies,Binders,7,433.79,71.44,Consumer
ORD-2023-11197,2024-03-29,North,Technology,Accessories,8,4088.72,817.33,Consumer
ORD-2024-10424,2024-03-30,Central,Furniture,Bookcases,6,2040.12,622.82,Corporate
ORD-2025-11013,2024-03-30,South,Furniture,Furnishings,1,659.31,206.59,Consumer
ORD-2023-10060,2024-03-31,Central,Office Supplies,Art,2,283.02,40.64,Home Office
ORD-2024-10472,2024-03-31,West,Technology,Printers,1,454.73,147.23,Consumer
ORD-2024-10400,2024-04-01,West,Technology,Laptops,6,3154.38,955.48,Consumer
ORD-2025-10557,2024-04-01,Central,Office Supplies,Labels,5,205.0,71.14,Consumer
ORD-2023-10015,2024-04-04,North,Furniture,Tables,3,310.11,75.5,Corporate
ORD-2024-10220,2024-04-04,East,Technology,Laptops,4,1609.76,550.24,Consumer
ORD-2024-10517,2024-04-05,North,Office Supplies,Binders,6,79.26,10.31,Corporate
ORD-2025-10167,2024-04-08,East,Furniture,Bookcases,5,3473.65,493.96,Corporate
ORD-2024-11072,2024-04-10,North,Technology,Monitors,5,3521.6,1071.94,Corporate
ORD-2024-10004,2024-04-11,East,Furniture,Chairs,6,2397.54,506.71,Home Office
ORD-2023-10720,2024-04-12,East,Furniture,Tables,8,3043.6,956.41,Home Office
ORD-2024-10949,2024-04-13,South,Furniture,Bookcases,8,3100.32,571.87,Consumer
ORD-2023-10222,2024-04-14,West,Office Supplies,Storage,1,107.56,17.54,Consumer
ORD-2025-10287,2024-04-15,East,Office Supplies,Storage,1,147.77,22.5,Home Office
ORD-2025-10968,2024-04-15,South,Technology,Accessories,9,1036.08,285.18,Consumer
ORD-2023-10495,2024-04-15,West,Furniture,Tables,3,2078.46,632.43,Corporate
ORD-2023-10180,2024-04-17,East,Technology,Monitors,9,9795.06,2212.92,Consumer
ORD-2023-10663,2024-04-18,West,Furniture,Bookcases,8,5600.96,1811.87,Corporate
ORD-2024-10352,2024-04-18,East,Office Supplies,Paper,6,170.46,57.99,Corporate
ORD-2025-10020,2024-04-19,West,Furniture,Furnishings,8,2179.68,260.03,Consumer
ORD-2023-10876,2024-04-19,North,Furniture,Furnishings,9,2684.16,830.38,Consumer
ORD-2023-10549,2024-04-20,East,Technology,Laptops,9,2973.51,599.41,Consumer
ORD-2023-10900,2024-04-20,Central,Technology,Monitors,5,2543.05,364.14,Consumer
ORD-2023-10471,2024-04-20,West,Office Supplies,Fasteners,8,620.72,203.56,Consumer
ORD-2023-10243,2024-04-21,East,Technology,Accessories,2,1263.26,321.25,Corporate
ORD-2025-11124,2024-04-21,Central,Office Supplies,Binders,4,356.88,99.43,Home Office
ORD-2023-10801,2024-04-22,East,Furniture,Bookcases,4,1847.96,614.35,Corporate
ORD-2023-11041,2024-04-26,North,Furniture,Furnishings,4,2162.72,504.79,Corporate
ORD-2024-10679,2024-04-29,North,Furniture,Tables,4,822.52,199.22,Consumer
ORD-2024-10118,2024-04-29,East,Furniture,Chairs,1,278.18,37.5,Corporate
ORD-2023-10333,2024-05-02,Central,Technology,Smartphones,1,130.59,38.34,Consumer
ORD-2023-10564,2024-05-02,North,Office Supplies,Art,1,22.63,5.84,Home Office
ORD-2025-11073,2024-05-03,West,Furniture,Chairs,1,722.56,110.32,Home Office
ORD-2023-10174,2024-05-03,East,Technology,Smartphones,1,804.68,240.69,Corporate
ORD-2024-10268,2024-05-04,East,Furniture,Tables,7,4374.65,1494.24,Consumer
ORD-2023-10945,2024-05-05,East,Furniture,Furnishings,5,2227.2,740.47,Consumer
ORD-2025-10449,2024-05-06,North,Furniture,Tables,5,3100.15,347.81,Corporate
ORD-2023-10072,2024-05-07,North,Office Supplies,Fasteners,9,324.27,55.39,Consumer
ORD-2025-11112,2024-05-07,South,Furniture,Furnishings,2,1257.68,257.17,Corporate
ORD-2024-10988,2024-05-08,Central,Furniture,Furnishings,3,377.13,128.4,Home Office
ORD-2023-11107,2024-05-11,South,Furniture,Chairs,2,489.18,59.27,Consumer
ORD-2023-10249,2024-05-11,Central,Furniture,Furnishings,8,5046.48,991.07,Home Office
ORD-2023-10369,2024-05-11,North,Technology,Monitors,2,2630.34,646.48,Consumer
ORD-2023-10381,2024-05-13,Central,Furniture,Chairs,1,231.2,62.5,Corporate
ORD-2024-10457,2024-05-14,South,Furniture,Bookcases,1,519.24,127.31,Corporate
ORD-2025-10920,2024-05-16,North,Furniture,Furnishings,3,586.8,137.4,Home Office
ORD-2024-10514,2024-05-16,North,Furniture,Chairs,9,2760.03,953.16,Home Office
ORD-2023-10792,2024-05-17,Central,Furniture,Furnishings,9,3654.36,601.5,Home Office
ORD-2025-10104,2024-05-17,North,Office Supplies,Storage,6,34.5,7.29,Home Office
ORD-2024-10094,2024-05-17,South,Furniture,Bookcases,7,4367.3,593.04,Consumer
ORD-2023-10726,2024-05-18,North,Furniture,Chairs,9,5412.96,1620.28,Consumer
ORD-2025-10479,2024-05-19,East,Office Supplies,Fasteners,9,845.82,131.75,Consumer
ORD-2024-11165,2024-05-20,East,Office Supplies,Fasteners,1,103.33,21.04,Consumer
ORD-2023-10045,2024-05-23,South,Technology,Smartphones,7,10002.86,3199.92,Home Office
ORD-2023-10204,2024-05-24,South,Office Supplies,Storage,1,21.66,2.19,Consumer
ORD-2025-10458,2024-05-25,West,Technology,Accessories,7,7432.04,2402.62,Home Office
ORD-2024-10022,2024-05-25,Central,Furniture,Tables,9,1571.04,180.32,Consumer
ORD-2024-10544,2024-05-25,North,Technology,Laptops,7,2833.67,460.71,Consumer
ORD-2024-10283,2024-05-26,North,Furniture,Chairs,2,1367.46,299.58,Corporate
ORD-2023-10330,2024-05-27,East,Technology,Laptops,6,3555.84,982.85,Home Office
ORD-2024-10766,2024-05-27,East,Office Supplies,Binders,3,49.8,9.46,Consumer
ORD-2025-10962,2024-05-28,South,Office Supplies,Art,5,748.7,261.33,Consumer
ORD-2024-10364,2024-05-30,East,Technology,Printers,8,4561.44,1042.14,Home Office
ORD-2025-10707,2024-05-30,East,Furniture,Furnishings,7,1447.53,451.8,Home Office
ORD-2025-10812,2024-05-31,South,Office Supplies,Paper,2,122.54,36.64,Consumer
ORD-2025-10245,2024-06-01,North,Office Supplies,Binders,1,109.56,15.99,Home Office
ORD-2025-10548,2024-06-01,Central,Furniture,Chairs,5,1925.8,567.14,Consumer
ORD-2024-10076,2024-06-04,North,Technology,Printers,3,2641.11,730.94,Consumer
ORD-2024-11189,2024-06-04,South,Technology,Accessories,7,9875.18,3127.2,Corporate
ORD-2024-10985,2024-06-04,North,Technology,Smartphones,5,6518.25,1398.58,Consumer
ORD-2024-10358,2024-06-05,North,Office Supplies,Fasteners,9,1158.57,260.2,Corporate
ORD-2025-10638,2024-06-07,North,Technology,Accessories,9,3479.49,840.75,Corporate
ORD-2025-11058,2024-06-07,North,Furniture,Tables,1,311.45,87.35,Corporate
ORD-2023-10123,2024-06-08,North,Office Supplies,Art,4,335.68,115.46,Corporate
ORD-2023-10276,2024-06-08,East,Furniture,Chairs,8,3755.28,858.78,Consumer
ORD-2023-10984,2024-06-09,Central,Technology,Accessories,7,4997.37,1263.11,Consumer
ORD-2025-10668,2024-06-09,East,Technology,Printers,8,2094.8,413.01,Corporate
ORD-2025-10662,2024-06-09,West,Furniture,Bookcases,4,677.48,127.73,Home Office
ORD-2023-10738,2024-06-15,North,Furniture,Furnishings,1,97.7,23.24,Consumer
ORD-2024-10634,2024-06-17,East,Furniture,Bookcases,7,1415.05,405.28,Corporate
ORD-2023-10873,2024-06-20,South,Furniture,Furnishings,5,837.0,160.42,Consumer
ORD-2025-10686,2024-06-20,North,Technology,Smartphones,3,3567.21,697.71,Consumer
ORD-2023-10273,2024-06-21,South,Furniture,Bookcases,2,184.34,40.81,Consumer
ORD-2025-10509,2024-06-23,South,Furniture,Tables,1,774.09,254.64,Corporate
ORD-2024-10121,2024-06-24,East,Office Supplies,Paper,7,309.61,50.22,Corporate
ORD-2024-10601,2024-06-25,South,Technology,Printers,8,6085.28,1354.45,Consumer
ORD-2023-10714,2024-06-26,North,Technology,Printers,5,1715.7,467.6,Consumer
ORD-2023-11116,2024-06-29,East,Office Supplies,Binders,8,807.92,174.68,Consumer
ORD-2025-10641,2024-06-29,Central,Office Supplies,Paper,2,266.82,27.35,Consumer
ORD-2023-10612,2024-06-29,West,Office Supplies,Storage,5,40.35,8.26,Home Office
ORD-2025-10239,2024-06-30,South,Office Supplies,Art,7,765.03,254.4,Consumer
ORD-2023-10717,2024-07-01,South,Office Supplies,Fasteners,7,318.99,76.95,Home Office
ORD-2024-10805,2024-07-03,North,Office Supplies,Binders,6,808.44,134.94,Consumer
ORD-2023-10831,2024-07-03,North,Technology,Smartphones,3,617.22,189.42,Corporate
ORD-2024-10355,2024-07-04,East,Technology,Printers,1,398.4,126.21,Corporate
ORD-2025-10176,2024-07-04,West,Technology,Printers,5,3310.5,987.46,Home Office
ORD-2025-10986,2024-07-05,West,Technology,Accessories,8,10935.6,3329.48,Corporate
ORD-2024-10799,2024-07-07,East,Office Supplies,Art,4,185.8,21.88,Corporate
ORD-2023-10126,2024-07-10,East,Office Supplies,Labels,9,225.54,77.97,Corporate
ORD-2023-10741,2024-07-12,West,Technology,Accessories,7,1312.29,367.84,Corporate
ORD-2025-10332,2024-07-13,Central,Office Supplies,Paper,7,680.47,198.33,Consumer
ORD-2025-10902,2024-07-14,North,Office Supplies,Labels,6,388.38,129.56,Consumer
ORD-2025-10227,2024-07-16,South,Furniture,Bookcases,3,1257.81,346.17,Consumer
ORD-2025-10029,2024-07-16,Central,Technology,Laptops,3,4364.76,1036.48,Corporate
ORD-2025-11157,2024-07-17,East,Furniture,Chairs,5,2848.0,904.93,Consumer
ORD-2023-10141,2024-07-17,North,Technology,Accessories,2,404.42,115.67,Consumer
ORD-2024-10115,2024-07-17,North,Furniture,Furnishings,3,1934.4,667.97,Home Office
ORD-2025-10041,2024-07-18,West,Furniture,Bookcases,1,767.9,247.67,Corporate
ORD-2023-10261,2024-07-19,North,Office Supplies,Paper,9,200.61,21.89,Corporate
ORD-2023-10051,2024-07-19,North,Technology,Monitors,2,393.62,120.79,Corporate
ORD-2024-10862,2024-07-20,North,Technology,Monitors,3,2548.74,757.23,Consumer
ORD-2023-10435,2024-07-22,South,Office Supplies,Fasteners,3,57.21,6.64,Corporate
ORD-2024-10262,2024-07-23,South,Furniture,Tables,4,1474.88,288.66,Corporate
ORD-2024-10295,2024-07-23,East,Office Supplies,Storage,6,269.76,49.38,Home Office
ORD-2025-10728,2024-07-27,South,Furniture,Chairs,3,906.78,223.69,Consumer
ORD-2024-10775,2024-07-27,West,Furniture,Tables,1,56.37,16.36,Consumer
ORD-2024-10292,2024-07-28,North,Technology,Accessories,6,5930.28,1513.98,Consumer
ORD-2024-10871,2024-07-28,South,Technology,Monitors,1,667.0,222.04,Home Office
ORD-2023-10786,2024-07-28,North,Technology,Printers,2,1425.4,263.59,Consumer
ORD-2025-11136,2024-07-30,North,Furniture,Bookcases,6,3925.86,983.93,Consumer
ORD-2024-10124,2024-07-31,West,Technology,Printers,9,3062.07,434.4,Consumer
ORD-2023-10585,2024-07-31,North,Office Supplies,Labels,5,702.45,106.52,Corporate
ORD-2024-10940,2024-08-01,North,Furniture,Chairs,2,1595.22,220.81,Corporate
ORD-2025-10797,2024-08-01,West,Furniture,Tables,8,4752.8,609.82,Consumer
ORD-2023-11182,2024-08-02,North,Furniture,Bookcases,3,1192.62,297.99,Consumer
ORD-2023-10336,2024-08-03,South,Technology,Laptops,4,3546.84,453.94,Consumer
ORD-2025-11145,2024-08-07,Central,Office Supplies,Binders,3,379.47,121.69,Corporate
ORD-2023-10201,2024-08-09,North,Furniture,Tables,2,1426.72,340.27,Corporate
ORD-2025-11004,2024-08-10,South,Furniture,Tables,9,7020.45,1471.99,Corporate
ORD-2025-10446,2024-08-10,South,Furniture,Tables,6,4074.78,1301.0,Consumer
ORD-2023-10765,2024-08-10,East,Technology,Accessories,5,7489.95,795.46,Consumer
ORD-2025-10917,2024-08-12,South,Furniture,Tables,4,426.88,104.27,Corporate
ORD-2024-10079,2024-08-15,West,Office Supplies,Fasteners,9,1193.04,133.98,Corporate
ORD-2025-10977,2024-08-15,North,Technology,Printers,4,659.84,168.91,Home Office
ORD-2023-11089,2024-08-16,North,Technology,Laptops,3,699.39,79.42,Home Office
ORD-2025-10698,2024-08-17,Central,Furniture,Tables,7,1009.96,205.64,Corporate
ORD-2023-10414,2024-08-18,East,Furniture,Tables,4,541.88,141.42,Home Office
ORD-2024-10811,2024-08-20,East,Office Supplies,Binders,1,87.98,18.52,Home Office
ORD-2023-10036,2024-08-23,South,Technology,Laptops,6,6734.04,1498.11,Consumer
ORD-2023-10777,2024-08-23,East,Office Supplies,Paper,5,664.0,164.95,Home Office
ORD-2025-10632,2024-08-26,West,Furniture,Bookcases,3,2385.54,342.85,Corporate
ORD-2023-10852,2024-08-26,Central,Office Supplies,Fasteners,6,671.04,143.17,Consumer
ORD-2024-10388,2024-08-27,North,Technology,Smartphones,1,968.33,228.72,Consumer
ORD-2023-10252,2024-08-29,East,Furniture,Furnishings,7,2987.46,543.63,Corporate
ORD-2023-10165,2024-08-31,Central,Furniture,Chairs,1,665.94,157.27,Home Office
ORD-2025-11010,2024-09-01,Central,Furniture,Furnishings,9,3379.86,1030.37,Consumer
ORD-2023-10993,2024-09-01,Central,Office Supplies,Storage,8,689.44,152.78,Consumer
ORD-2025-10302,2024-09-04,North,Technology,Smartphones,4,3921.68,1020.01,Consumer
ORD-2025-10101,2024-09-04,East,Technology,Accessories,6,6333.36,1158.4,Corporate
ORD-2024-10700,2024-09-04,East,Technology,Laptops,8,1978.48,530.24,Home Office
ORD-2023-11095,2024-09-06,West,Technology,Printers,8,7560.16,1707.88,Consumer
ORD-2025-10782,2024-09-07,North,Office Supplies,Labels,8,1062.24,126.91,Home Office
ORD-2023-10393,2024-09-08,Central,Office Supplies,Art,3,363.06,58.24,Corporate
